ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,LC_LO,LC_LA,FCLTY_ID,OPNNG_YEAR,ADTION_DC,FCLTY_SEAT_CO,PRFPLC_CO,TEL_NO,HMPG_ADDR,FCLTY_SEAT_CO,PBLPRFR_CAS_CO,RASNG_CUTIN_CAS_CO,VIEWNG_CAS_CO,ADVANTK_CAS_CO,PRVATE_PUBLIC_AT,UPDT_DT,ORIGIN_NM,FILE_NM,BASE_DE
KCWKPRF22N000000577,문화시설,공연장,울산중구문화의전당,울산광역시,중구,3111010900,성안동,3111065000,성안동,3.11E+11,울산광역시 중구 종가로 405,44543,마마650316,129.3215364,35.5675422,1165071.445,1731695.832,FC000559,2014,공공(문예회관),1022,4,,,1022,35,35,41,8203,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000578,문화시설,공연장,울주문화예술회관,울산광역시,울주군,3171025922,범서읍 천상리,3171025900,범서읍,3.17E+11,울산광역시 울주군 범서읍 천상중앙길 36,44927,마마569312,129.2320729,35.5644309,1156969.319,1731204.414,FC000013,2009,공공(문예회관),387,1,052-229-9500,http://www.uljuart.or.kr/,387,25,25,29,3070,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000579,문화시설,공연장,울진문화예술회관,경상북도,울진군,4793038022,후포면 삼율리,4793038000,후포면,4.79E+11,경상북도 울진군 후포면 후포삼율로 194-14,36369,마바736561,129.4437742,36.6871671,1173664.948,1856115.048,FC000845,2007,공공(문예회관),492,1,,,492,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000580,문화시설,공연장,웅진플레이도시,경기도,부천시,4119010900,상동,4119074400,상동,4.12E+11,경기도 부천시 조마루로 2 (상동),14592,다사331447,126.7442354,37.4999701,933197.378,1944791.223,FC000219,2017,민간(대학로 외),192,1,00-1577-5773,http://www.playdoci.com/index.aspx,192,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000581,문화시설,공연장,원주백운아트홀,강원도,원주시,4213011500,무실동,4213066000,무실동,2.65E+11,강원도 원주시 시청로 1 (무실동),26384,라사371270,127.9197228,37.341925,1037177.484,1927071.898,FC000023,2007,공공(문예회관),972,1,033-737-3820,http://www.wonju.go.kr/baekunart/contents.do?key=630,972,9,9,21,2717,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000582,문화시설,공연장,원주중앙청소년문화의집,강원도,원주시,4213010100,중앙동,4213051500,중앙동,1.15E+11,강원도 원주시 중앙로 89 (중앙동),26428,라사399278,127.9510263,37.348939,1039946.53,1927862.816,FC000158,2010,민간(대학로 외),160,2,033-734-3688,http://www.wjyc.or.kr/,160,2,2,8,156,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000583,문화시설,공연장,원주치악예술관,강원도,원주시,4213010600,명륜동,4213054100,명륜1동,4.21E+11,강원도 원주시 서원대로 331 (명륜동),26447,라사393263,127.9446056,37.3354371,1039384.909,1926362.211,FC000325,1994,공공(문예회관),660,1,033-763-9114,http://www.wonju.go.kr/www/contents.do?key=328,660,14,14,25,3139,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000584,문화시설,공연장,원패스아트홀,서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 대학로12길 15 (동숭동),3086,다사561538,127.002845,37.5827347,956104.8207,1953821.344,FC001629,2018,민간(대학로),200,1,00-1522-0788,,200,1,1,4,224,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000585,문화시설,공연장,웨스트브릿지 라이브홀,서울특별시,마포구,1144012000,서교동,1144066000,서교동,1.14E+11,서울특별시 마포구 와우산로25길 6 (서교동),4054,다사493506,126.9261651,37.5536431,949314.7777,1950632.36,FC002382,2015,민간(대학로 외),150,1,,,150,2,2,2,144,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000586,문화시설,공연장,유니버설아트센터,서울특별시,광진구,1121510200,능동,1121578000,능동,1.12E+11,서울특별시 광진구 천호대로 664 (능동),4991,다사635502,127.0870952,37.5509798,963528.0592,1950262.276,FC001625,1981,민간(대학로 외),1084,1,070-7124-1740,http://www.uac.co.kr/,1084,10,10,231,83342,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000587,문화시설,공연장,유니플렉스,서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 대학로12길 64 (동숭동),3086,다사561536,127.0036202,37.5811976,956172.3646,1953650.448,FC000303,2013,민간(대학로),1100,3,02-766-2115,http://www.uniplex.co.kr/,1100,14,12,1040,96159,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000588,문화시설,공연장,유앤아이센터,경기도,화성시,4159011700,병점동,4159053000,병점1동,4.16E+11,경기도 화성시 태안로 145 (병점동),18372,다사585116,127.0332029,37.2029659,958576.7627,1911675.432,FC002064,2008,공공(문예회관),682,1,,,682,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000589,문화시설,공연장,윤당아트홀,서울특별시,강남구,1168010700,신사동,1168054500,압구정동,1.17E+11,서울특별시 강남구 언주로 844 (신사동),6020,다사588474,127.0337298,37.5256551,958800.3287,1947474.686,FC002535,2009,민간(대학로 외),410,2,02-546-8095,http://www.ydart.co.kr/,410,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000590,문화시설,공연장,윤아트홀,경기도,수원시,4111514100,인계동,4111573000,인계동,4.11E+11,경기도 수원시 팔달구 권광로207번길 28 (인계동),16489,다사584187,127.031919,37.2666649,958497.7628,1918742.676,FC000155,,민간(대학로 외),40,1,,,40,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000591,문화시설,공연장,윤형빈소극장 [홍대],서울특별시,마포구,1144012000,서교동,1144066000,서교동,1.14E+11,서울특별시 마포구 와우산로21길 29 (서교동),4041,다사489504,126.9223673,37.5521866,948978.3329,1950472.823,FC000649,2015,민간(대학로 외),161,1,,,161,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000592,문화시설,공연장,은평문화예술회관,서울특별시,은평구,1138010200,녹번동,1138051000,녹번동,1.14E+11,서울특별시 은평구 녹번로 16 (녹번동),3381,다사495561,126.9279017,37.6036997,949501.9868,1956184.982,FC001823,1996,공공(문예회관),701,1,02-351-3736,https://www.efac.or.kr/,701,1,1,5,73,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000593,문화시설,공연장,을숙도문화회관,부산광역시,사하구,2638010300,하단동,2638056200,하단2동,2.64E+11,부산광역시 사하구 낙동남로1233번길 25 (하단동),49300,마라316803,128.9449571,35.1100332,1131682.739,1680385.556,FC001187,2002,공공(문예회관),927,2,051-220-5804,http://www.saha.go.kr/eulsukdo/contents.do?mId=0103000000,927,43,43,64,4727,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000594,문화시설,공연장,음성문화예술회관,충청북도,음성군,4377025021,음성읍 읍내리,4377025000,음성읍,2.82E+11,충청북도 음성군 음성읍 예술로 102,27692,라바160814,127.6806046,36.9315225,1016083.893,1881476.194,FC002369,2008,공공(문예회관),600,1,043-871-5949,http://www.esart.go.kr/www/index.do,600,3,3,5,783,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000595,문화시설,공연장,음악역 1939,경기도,가평군,4182025022,가평읍 대곡리,4182025000,가평읍,3.02E+11,경기도 가평군 가평읍 석봉로 100 (대곡리),12416,라사011806,127.5129777,37.8252914,1001142.105,1980616.086,FC000469,2018,민간(대학로 외),254,1,,,254,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000596,문화시설,공연장,의령군민문화회관,경상남도,의령군,4872025023,의령읍 동동리,4872025000,의령읍,4.87E+11,경상남도 의령군 의령읍 의병로24길 31-1,52144,라마695027,128.2649396,35.3177371,1069531.797,1702733.145,FC000479,1993,공공(문예회관),354,1,055-570-4922,http://culture.uiryeong.go.kr/,354,10,10,11,1590,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000597,문화시설,공연장,의성문화회관,경상북도,의성군,4773025022,의성읍 중리리,4773025000,의성읍,4.21E+11,경상북도 의성군 의성읍 충효로 88,37331,마바078182,128.7024955,36.3552777,1107892.239,1818211.306,FC000939,2000,공공(문예회관),1060,1,,,1060,5,5,6,1927,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000598,문화시설,공연장,의정부아트캠프,경기도,의정부시,4115010100,의정부동,4115051000,의정부1동,4.12E+11,경기도 의정부시 평화로493번길 48 (의정부동),11696,다사601709,127.0474524,37.7377086,960126.3279,1970995.255,FC001263,2017,공공(기타),85,1,031-850-5130,https://www.uac.or.kr/artcamp/,85,2,2,3,90,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000599,문화시설,공연장,의정부예술의전당,경기도,의정부시,4115010100,의정부동,4115052000,의정부2동,4.12E+11,경기도 의정부시 의정로 1 (의정부동),11622,다사589705,127.0341291,37.7333846,958950.0268,1970521.274,FC002205,2001,공공(문예회관),1258,2,031-828-5841,https://www.uac.or.kr/,1258,42,42,64,10196,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000600,문화시설,공연장,이룸 아트홀 [전주],전라북도,전주시,4511114000,효자동1가,4511171300,효자3동,4.51E+11,전라북도 전주시 완산구 용머리로 36(효자동1가),55080,다마651566,127.1144693,35.8055149,965167.8359,1756631.104,FC000006,,민간(대학로 외),130,1,,,130,1,1,1,10,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000601,문화시설,공연장,이수아트홀 [대전],대전광역시,서구,3017010600,탄방동,3017055500,탄방동,1.17E+11,대전광역시 서구 문정로 78 (탄방동),35263,다바899165,127.3878939,36.3464324,989940.5176,1816564.796,FC001125,2011,민간(대학로 외),141,1,00-1644-4325,https://www.facebook.com/isuarthall,141,4,3,69,413,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000602,문화시설,공연장,이음아트홀 [대전],대전광역시,유성구,3020011100,봉명동,3020053000,온천1동,3.02E+11,대전광역시 유성구 도안대로 591 (봉명동),34179,다바857173,127.3407861,36.3531602,985714.6761,1817316.984,FC001516,2014,민간(대학로 외),98,1,,,98,3,3,9,25,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000603,문화시설,공연장,이천아트홀,경기도,이천시,4150010300,중리동,4150052000,중리동,4.15E+11,경기도 이천시 부악로 40 (중리동),17379,다사942192,127.4350366,37.2721231,994240.4757,1919247.522,FC001712,2009,공공(문예회관),1651,3,031-644-2100,https://art.icheon.go.kr/files/intro_02_01.php,1651,10,10,17,4754,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000604,문화시설,공연장,이화여자대학교 삼성홀,서울특별시,서대문구,1141011200,대현동,1141058500,신촌동,1.14E+11,서울특별시 서대문구 이화여대길 52 (대현동),3760,다사514518,126.9502888,37.5644645,951452.5954,1951820.207,FC000471,2010,민간(대학로 외),708,1,00-1644-2962,http://samsunghall.interpark.com/,708,5,5,127,34855,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000605,문화시설,공연장,익산예술의전당,전라북도,익산시,4514012300,어양동,4514065200,어양동,4.14E+11,전라북도 익산시 동서로 490 (어양동),54567,다마538728,126.9878043,35.9513857,953808.5107,1772862.636,FC001544,2015,공공(문예회관),1202,1,063-1577-0072,http://arts.iksan.go.kr/index.iksan,1202,16,16,30,8428,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000606,문화시설,공연장,익스트림씨어터 3관,서울특별시,종로구,1111017200,명륜4가,1111065000,혜화동,1.11E+11,서울특별시 종로구 창경궁로 227 (명륜4가),3073,다사556537,126.9977518,37.5824263,955654.9422,1953789.521,FC002093,2012,민간(대학로),130,1,070-8129-7420,http://cafe.naver.com/extremeplay2010,130,0,0,0,0,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000607,문화시설,공연장,인사아트홀,서울특별시,종로구,1111012800,관훈동,1111061500,종로1.2.3.4가동,1.11E+11,서울특별시 종로구 인사동길 34-1 (관훈동),3148,다사545528,126.9856095,37.573858,954577.6485,1952844.71,FC000396,2017,민간(대학로 외),176,1,070-5096-2543,https://www.samulnori.xyz/,176,1,1,3,18,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000608,문화시설,공연장,인제하늘내린센터,강원도,인제군,4281025022,인제읍 남북리,4281025000,인제읍,4.28E+11,강원도 인제군 인제읍 비봉로44번길 100,24624,라아583069,128.164952,38.0606741,1058333.193,2006940.639,FC001617,2009,공공(문예회관),929,2,033-460-8900,http://www.injeart.or.kr/index.php,929,10,10,14,2151,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000609,문화시설,공연장,인천문화예술회관,인천광역시,남동구,2820010100,구월동,2820052100,구월3동,2.82E+11,인천광역시 남동구 예술로 149 (구월동),21569,다사292390,126.7000558,37.4475889,929242.8772,1939012.068,FC000260,1994,공공(문예회관),2258,5,032-427-8401,http://art.incheon.go.kr/,2258,57,57,128,29043,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000610,문화시설,공연장,인천서구문화회관,인천광역시,서구,2826010800,가정동,2826054400,가정3동,1.16E+11,인천광역시 서구 서달로 190 (가정동),22799,다사275465,126.6798899,37.5156992,927524.9411,1946583.919,FC000262,1995,공공(문예회관),1151,3,032-580-1150,http://www.issi.or.kr/culture/,1151,31,31,44,5065,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000611,문화시설,공연장,인천수봉문화회관,인천광역시,미추홀구,2817710100,숭의동,2817753000,숭의4동,2.82E+11,인천광역시 남구 수봉안길 78 (숭의동),22166,다사259405,126.6622628,37.4615332,925913.6846,1940588.168,FC000918,1982,공공(문예회관),160,2,032-873-5174,http://artin.or.kr/artin_new.htm,160,11,11,23,347,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000612,문화시설,공연장,인천아트플랫폼,인천광역시,중구,2811010500,해안동1가,2811053000,신포동,2.81E+11,인천광역시 중구 제물량로218번길 3 - 0 인천아트플랫폼,22314,다사222418,126.6205946,37.4727827,922240.2859,1941869.838,FC000762,2009,공공(기타),30,1,,,30,1,1,1,5,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000613,문화시설,공연장,인천어린이과학관,인천광역시,계양구,2824510800,방축동,2824572000,계양2동,2.81E+11,인천광역시 계양구 방축로 21(방축동 108-1)  인천어린이과학관,21024,다사328505,126.7399488,37.5515712,932864.7374,1950519.193,FC001934,2011,공공(기타),412,2,032-550-3300,http://www.icsmuseum.go.kr/,412,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000614,문화시설,공연장,인천중구문화회관,인천광역시,중구,2811012800,신흥동3가,2811054000,신흥동,2.81E+11,인천광역시 중구 축항대로296번길 81 (신흥동3가),22340,다사229382,126.629407,37.4401754,922986.0887,1938244.975,FC001691,2012,공공(문예회관),638,1,032-760-6400,http://artcenter.icjg.go.kr/,638,5,5,5,595,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000615,문화시설,공연장,인천학생교육문화회관,인천광역시,중구,2811013600,인현동,2811058500,동인천동,2.81E+11,인천광역시 중구 자유공원로 12 (인현동),22316,다사230421,126.6296708,37.4757117,923045.8509,1942187.342,FC002624,2004,공공(기타),820,2,032-760-3400,http://www.iecs.go.kr/,820,13,13,16,2503,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000616,문화시설,공연장,일신홀,서울특별시,용산구,1117013100,한남동,1117068500,한남동,1.12E+11,서울특별시 용산구 한남대로 98 (한남동),4418,다사563487,127.0055166,37.537167,956314.1075,1948764.598,FC001435,2009,민간(대학로 외),189,1,02-790-3364,http://ilshinhall.com/intro/hall.html,189,68,68,69,915,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000617,문화시설,공연장,자계예술촌,충청북도,영동군,4374037027,용화면 자계리,4374037000,용화면,4.37E+11,충청북도 영동군 용화면 횡지구백길 5,29158,라마221839,127.7462121,36.0525065,1022175.813,1783985.239,FC001912,2002,민간(대학로 외),700,2,,,700,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000618,문화시설,공연장,작은공연장 단,강원도,강릉시,4215010300,명주동,4215052000,중앙동,4.22E+11,강원도 강릉시 경강로2046번길 5 (명주동),25538,마사226733,128.8927905,37.751259,1122698.219,1973315.395,FC000251,2013,공공(기타),120,1,033-640-4807,https://mjart.kr:45177/dan/sub3/sub1.php,120,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000619,문화시설,공연장,작은극장 다함,대전광역시,동구,3011010500,가오동,3011053000,효동,3.01E+11,대전광역시 동구 대전로448번길 70 (가오동),34692,다바960122,127.4555397,36.3075104,996008.5132,1812242.626,FC000400,2016,민간(대학로 외),120,1,,,120,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000620,문화시설,공연장,작은극장 돌체,인천광역시,미추홀구,2817710700,문학동,2817771000,문학동,2.81E+11,인천광역시 미추홀구 매소홀로 573 (문학동),22233,다사279380,126.6857463,37.4387964,927968.714,1938047.43,FC001156,2007,민간(대학로 외),120,1,032-772-7361,http://www.clownmime.co.kr/,120,1,1,2,8,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000621,문화시설,공연장,작은무대 극단가인,대구광역시,남구,2720010300,대명동,2720058600,대명3동,2.72E+11,대구광역시 남구 계명중앙1길 1 (대명동),42402,라마975628,128.58021,35.8569224,1097534.143,1762802.823,FC000790,2017,민간(대학로 외),70,1,,,70,1,1,3,3,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000622,문화시설,공연장,잡월드 나래울극장,경기도,성남시,4113510300,정자동,4113555000,정자1동,1.17E+11,경기도 성남시 분당구 분당수서로 501(정자동 4-6),13553,다사651311,127.1063938,37.3784945,965152.7503,1931118.985,FC001329,2012,공공(기타),354,1,00-1644-1333,http://koreajobworld.or.kr/Index.do,354,3,3,40,1478,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000623,문화시설,공연장,장성문화예술회관,전라남도,장성군,4688025026,장성읍 기산리,4688025000,장성읍,2.63E+11,전라남도 장성군 장성읍 문화로 110,57222,다마334009,126.7679086,35.3022921,933441.4567,1700997.667,FC002179,2011,공공(문예회관),883,2,,,883,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000624,문화시설,공연장,장수한누리전당,전라북도,장수군,4574025027,장수읍 두산리,4574025000,장수읍,4.57E+11,전라북도 장수군 장수읍 한누리로 393,55638,라마016383,127.5181103,35.6411139,1001639.602,1738329.062,FC002543,2007,공공(문예회관),278,1,,,278,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000625,문화시설,공연장,장안구민회관 한누리아트홀,경기도,수원시,4111113600,조원동,4111159800,조원2동,4.11E+11,경기도 수원시 장안구 송원로 101 (조원동),16295,다사566228,127.0103129,37.3040283,956603.5147,1922897.456,FC001631,2006,공공(기타),499,1,031-240-3000,,499,5,5,16,1676,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000626,문화시설,공연장,장흥문화예술회관,전라남도,장흥군,4680025022,장흥읍 남동리,4680025000,장흥읍,3.17E+11,전라남도 장흥군 장흥읍 읍성로 96,59333,다라448315,126.8982389,34.6766765,944872.8244,1631538.362,FC001636,2004,공공(문예회관),641,2,061-862-6071,http://art.jangheung.go.kr/,641,2,2,2,166,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000627,문화시설,공연장,전라남도학생교육문화회관,전라남도,여수시,4613013700,화장동,4613080000,여천동,4.42E+11,전라남도 여수시 대통1길 55 (화장동),59638,라라131428,127.643774,34.7800406,1013154.631,1642845.24,FC001614,2008,공공(기타),977,3,061-8080-114,https://jsecc.jne.go.kr/index.es?sid=c2,977,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000628,문화시설,공연장,전북대학교 삼성문화회관,전라북도,전주시,4511310700,금암동,4511358000,금암1동,4.51E+11,전라북도 전주시 덕진구 백제대로 567 (금암동),54896,다마667605,127.131589,35.8411383,966729.4536,1760576.215,FC000437,1998,공공(기타),1717,2,063-270-2089,http://cnucc.chonbuk.ac.kr,1717,8,8,37,13327,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000629,문화시설,공연장,전북예술회관,전라북도,전주시,4511110500,경원동1가,4511153000,풍남동,2.72E+11,전라북도 전주시 완산구 팔달로 161 (경원동1가),55038,다마681578,127.1471092,35.8168231,968121.338,1757874.199,FC000439,1982,공공(문예회관),357,1,063-270-8000,http://www.sori21.co.kr/index.sko?menuCd=AA03011000000,357,1,1,76,2591,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000630,문화시설,공연장,전주소리문화관,전라북도,전주시,4511111000,풍남동3가,4511153000,풍남동,4.51E+11,전라북도 전주시 완산구 한지길 56 (풍남동3가) 한옥생활체험관 옆,55041,다마686579,127.1532807,35.8177963,968679.2296,1757980.146,FC000474,2011,공공(기타),265,3,,,265,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000631,문화시설,공연장,전주한벽문화관,전라북도,전주시,4511111800,교동,4511153000,풍남동,4.51E+11,전라북도 전주시 완산구 전주천동로 20 - 0 전통문화센터,55045,다마691573,127.1590306,35.8122464,969196.5033,1757362.772,FC001383,2002,공공(문예회관),774,4,063-280-7012,http://www.jt.or.kr/,774,3,3,28,364,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000632,문화시설,공연장,"정극장 (구. M시어터, 구.하모니아트홀)",서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 대학로12길 69 (동숭동),3086,다사562536,127.0039646,37.5810021,956202.6589,1953628.598,FC000755,2012,민간(대학로),120,1,,,120,2,2,131,671,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000633,문화시설,공연장,정동세실극장,서울특별시,중구,1114016700,정동,1114052000,소공동,1.11E+11,서울특별시 중구 세종대로19길 16 (정동),4519,다사537520,126.976533,37.5667226,953771.7483,1952057.498,FC001258,1976,민간(대학로 외),234,1,02-742-7601,http://www.ceciltheater.com/,234,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000634,문화시설,공연장,정선아리랑센터,강원도,정선군,4277025024,정선읍 애산리,4277025000,정선읍,4.28E+11,강원도 정선군 정선읍 애산로 51,26125,마사037314,128.671536,37.3763838,1103724.54,1931455.945,FC000403,2016,공공(문예회관),612,1,,,612,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000635,문화시설,공연장,정읍 연지아트홀,전라북도,정읍시,4518010500,연지동,4518057000,연지동,1.15E+11,전라북도 정읍시 중앙로 73 (연지동),56161,다마410306,126.8489017,35.5704001,941001.0308,1730681.239,FC000591,2017,공공(문예회관),203,1,063-539-7872,,203,6,6,14,1384,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
