번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,sum
3978,영화상영관,03_13_02_P,5480000,CDFF4220002016000001,2016-07-01,,1,영업/정상,13,영업중,,,,,055-932-7053,,,경상남도 합천군 합천읍 합천리 512 합천시네마,"경상남도 합천군 합천읍 남정길 76, 합천시네마",50232,합천시네마 2관,2023/04/28 8:44,U,2023/04/30 2:40,,304875.2603,230377.7434,영화상영관,,2,주택가주변,,,2,0,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20160701,주거지역,1
3979,영화상영관,03_13_02_P,3600000,CDFF4220002003000003,2003-08-08,,1,영업/정상,13,영업중,,,,,062-446-6644,,,광주광역시 서구 치평동 1223-3번지,광주광역시 서구 시청로60번길 21-6 (치평동),61948,메가박스 상무 1관,2019/01/16 13:15,U,2019/01/18 2:40,,186660.302,183916.1105,영화상영관,영화상영관,9,,,,7,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20030808,중심상업지역,1
3980,영화상영관,03_13_02_P,3900000,CDFF4220002004000006,2004-08-30,,1,영업/정상,13,영업중,,,,,070-7405-2491,,,"경기도 광명시 광명동 150-19 크로앙스 7,8층","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)",14220,롯데시네마 광명6관,2021/12/26 11:55,U,2021/12/28 2:40,,187160.8742,441928.3533,영화상영관,영화상영관,3,,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040830,,1
3981,영화상영관,03_13_02_P,3900000,CDFF4220002014000001,2014-12-03,,1,영업/정상,13,영업중,,,,,02-6226-2701,,,경기도 광명시 일직동 500,"경기도 광명시 일직로 17, 6,7층 (일직동)",14352,롯데시네마 광명아울렛 5관,2021/12/16 16:57,U,2021/12/18 2:40,,189614.4451,435789.264,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20141203,,1
3982,영화상영관,03_13_02_P,3900000,CDFF4220002014000002,2014-12-03,,1,영업/정상,13,영업중,,,,,02-6226-2701,,,경기도 광명시 일직동 500,"경기도 광명시 일직로 17, 6,7층 (일직동)",14352,롯데시네마 광명아울렛 1관,2021/12/16 16:57,U,2021/12/18 2:40,,189614.4451,435789.264,영화상영관,,9,,,0,7,2,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20141203,,1
3983,영화상영관,03_13_02_P,3900000,CDFF4220002014000003,2014-12-03,,1,영업/정상,13,영업중,,,,,02-6226-2701,,,경기도 광명시 일직동 500,"경기도 광명시 일직로 17, 6,7층 (일직동)",14352,롯데시네마 광명아울렛 2관,2021/12/16 16:57,U,2021/12/18 2:40,,189614.4451,435789.264,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20141203,,1
3984,영화상영관,03_13_02_P,3900000,CDFF4220002014000004,2014-12-03,,1,영업/정상,13,영업중,,,,,02-6226-2701,,,경기도 광명시 일직동 500,"경기도 광명시 일직로 17, 6,7층 (일직동)",14352,롯데시네마 광명아울렛 3관,2021/12/16 16:57,U,2021/12/18 2:40,,189614.4451,435789.264,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20141203,,1
3985,영화상영관,03_13_02_P,3900000,CDFF4220002014000005,2014-12-03,,1,영업/정상,13,영업중,,,,,02-6226-2701,,,경기도 광명시 일직동 500,"경기도 광명시 일직로 17, 6,7층 (일직동)",14352,롯데시네마 광명아울렛 4관,2021/12/16 16:57,U,2021/12/18 2:40,,189614.4451,435789.264,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20141203,,1
3986,영화상영관,03_13_02_P,3900000,CDFF4220002014000006,2014-12-03,,1,영업/정상,13,영업중,,,,,02-6226-2701,,,경기도 광명시 일직동 500,"경기도 광명시 일직로 17, 6,7층 (일직동)",14352,롯데시네마 광명아울렛 7관,2021/12/16 16:57,U,2021/12/18 2:40,,189614.4451,435789.264,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20141203,,1
3987,영화상영관,03_13_02_P,3780000,CDFF4220002017000003,2017-08-29,,1,영업/정상,13,영업중,,,,,070-7439-2201,,,경기도 성남시 수정구 창곡동 23-4 위례한화오벨리스크센트럴스퀘어 지하1층,"경기도 성남시 수정구 위례광장로 104, 지하1층 (창곡동, 위례한화오벨리스크센트럴스퀘어)",13640,롯데컬처웍스(주) 롯데시네마위례 3관,2021/12/20 11:20,U,2021/12/22 2:40,,212425.5601,441216.3704,영화상영관,,,,,,,1,,,,,,,,,,,,,,,,,,,,영화관,,20170829,,1
3988,영화상영관,03_13_02_P,4010000,CDFF4220002002000001,2002-10-10,,1,영업/정상,13,영업중,,,,,031-319-0902,,,경기도 시흥시 정왕동 2327-2 외1필지 4층,"경기도 시흥시 마유로418번길 10 (정왕동,외1필지 4층)",,롯데시네마(시화관) 제1관,2022/07/26 17:37,U,2022/07/28 2:40,,177047.2889,427744.5565,영화상영관,영화상영관,7,유흥업소밀집지역,,0,5,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20021010,일반주거지역,1
3989,영화상영관,03_13_02_P,4010000,CDFF4220002002000002,2002-10-10,,1,영업/정상,13,영업중,,,,,031-319-0902,,,경기도 시흥시 정왕동 2327-2 외1필지 4층,"경기도 시흥시 마유로418번길 10 (정왕동,외1필지 4층)",,롯데시네마(시화관) 제2관,2022/09/07 17:45,U,2022/09/09 2:40,,177047.2889,427744.5565,영화상영관,,7,유흥업소밀집지역,,0,5,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20021010,일반주거지역,1
3990,영화상영관,03_13_02_P,3780000,CDFF4220002000000005,2000-03-30,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 야탑동 341 테마폴리스 지하2층,"경기도 성남시 분당구 성남대로925번길 16 (야탑동,테마폴리스 지하2층)",,CGV야탑8 제5관,2021/04/27 13:01,U,2021/04/29 2:40,,211202.1488,434560.9118,영화상영관,영화상영관,11,기타,,,7,4,근린생활시설,1.25,,,,,,,,,,,,,,,,,,영화관,,20000330,중심상업지역,1
3991,영화상영관,03_13_02_P,3780000,CDFF4220002000000006,2000-03-30,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 야탑동 341 테마폴리스 지하2층,"경기도 성남시 분당구 성남대로925번길 16 (야탑동,테마폴리스 지하2층)",,CGV야탑8 제6관,2021/04/27 13:01,U,2021/04/29 2:40,,211202.1488,434560.9118,영화상영관,영화상영관,11,기타,,,7,4,근린생활시설,1.07,,,,,,,,,,,,,,,,,,영화관,,20000330,중심상업지역,1
3992,영화상영관,03_13_02_P,3780000,CDFF4220002000000007,2000-03-30,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 야탑동 341 테마폴리스 지하2층,"경기도 성남시 분당구 성남대로925번길 16 (야탑동,테마폴리스 지하2층)",,CGV야탑8 제7관,2021/04/27 13:01,U,2021/04/29 2:40,,211202.1488,434560.9118,영화상영관,영화상영관,11,기타,,,7,4,근린생활시설,1.09,,,,,,,,,,,,,,,,,,영화관,,20000330,중심상업지역,1
3993,영화상영관,03_13_02_P,4010000,CDFF4220002017000009,2017-12-26,,1,영업/정상,13,영업중,,,,,031-499-8372,,,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",15011,CGV 배곧3관,2022/12/05 16:52,U,2023/05/26 8:48,,176072.6007,429602.844,영화상영관,,10,기타,,0,8,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171226,,1
3994,영화상영관,03_13_02_P,4010000,CDFF4220002017000010,2017-12-26,,1,영업/정상,13,영업중,,,,,031-499-8370,,,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",15011,CGV 배곧4관,2022/12/05 16:52,U,2023/05/26 8:48,,176072.6007,429602.844,영화상영관,,10,기타,,0,8,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171226,,1
3995,영화상영관,03_13_02_P,4010000,CDFF4220002017000011,2017-12-26,,1,영업/정상,13,영업중,,,,,031-499-8370,,,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",15011,CGV 배곧5관,2022/12/05 16:52,U,2023/05/26 8:48,,176072.6007,429602.844,영화상영관,,10,기타,,0,8,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171226,,1
3996,영화상영관,03_13_02_P,4010000,CDFF4220002017000012,2017-12-26,,1,영업/정상,13,영업중,,,,,031-499-8370,,,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",15011,CGV 배곧6관,2022/12/05 16:53,U,2023/05/26 8:48,,176072.6007,429602.844,영화상영관,,10,기타,,0,8,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171226,,1
3997,영화상영관,03_13_02_P,3780000,CDFF4220002017000004,2017-08-29,,1,영업/정상,13,영업중,,,,,070-7439-2201,,,경기도 성남시 수정구 창곡동 23-4 위례한화오벨리스크센트럴스퀘어 지하1층,"경기도 성남시 수정구 위례광장로 104, 지하1층 (창곡동, 위례한화오벨리스크센트럴스퀘어)",13640,롯데컬처웍스(주) 롯데시네마위례 4관,2021/12/20 11:22,U,2021/12/22 2:40,,212425.5601,441216.3704,영화상영관,,,,,,,1,,,,,,,,,,,,,,,,,,,,영화관,,20170829,,1
3998,영화상영관,03_13_02_P,3780000,CDFF4220002017000005,2017-08-29,,1,영업/정상,13,영업중,,,,,070-7439-2201,,,경기도 성남시 수정구 창곡동 23-4 위례한화오벨리스크센트럴스퀘어 지하1층,"경기도 성남시 수정구 위례광장로 104, 지하1층 (창곡동, 위례한화오벨리스크센트럴스퀘어)",13640,롯데컬처웍스(주) 롯데시네마위례 5관,2021/12/20 11:23,U,2021/12/22 2:40,,212425.5601,441216.3704,영화상영관,,,,,,,1,,,,,,,,,,,,,,,,,,,,영화관,,20170829,,1
3999,영화상영관,03_13_02_P,3780000,CDFF4220002017000006,2017-08-29,,1,영업/정상,13,영업중,,,,,070-7439-2201,,,경기도 성남시 수정구 창곡동 23-4 위례한화오벨리스크센트럴스퀘어 지하1층,"경기도 성남시 수정구 위례광장로 104, 지하1층 (창곡동, 위례한화오벨리스크센트럴스퀘어)",13640,롯데컬처웍스(주) 롯데시네마위례 6관,2021/12/20 11:25,U,2021/12/22 2:40,,212425.5601,441216.3704,영화상영관,,,,,,,1,,,,,,,,,,,,,,,,,,,,영화관,,20170829,,1
4000,영화상영관,03_13_02_P,3780000,CDFF4220002017000007,2017-08-29,,1,영업/정상,13,영업중,,,,,070-7439-2201,,,경기도 성남시 수정구 창곡동 23-4 위례한화오벨리스크센트럴스퀘어 지하1층,"경기도 성남시 수정구 위례광장로 104, 지하1층 (창곡동, 위례한화오벨리스크센트럴스퀘어)",13640,롯데컬처웍스(주) 롯데시네마위례 7관,2021/12/20 11:26,U,2021/12/22 2:40,,212425.5601,441216.3704,영화상영관,,,,,,,1,,,,,,,,,,,,,,,,,,,,영화관,,20170829,,1
4001,영화상영관,03_13_02_P,3780000,CDFF4220002005000001,2005-12-26,,1,영업/정상,13,영업중,,,,,070-4288-1918,,,경기도 성남시 중원구 성남동 3499번지 9층,"경기도 성남시 중원구 성남대로 1136, 9층 (성남동)",13365,CGV 성남모란1관,2020/01/16 14:55,U,2020/01/18 2:40,,211415.2468,436591.6391,영화상영관,영화상영관,17,,,,10,7,,,,,,,,,,,,,,,,,,,,영화관,,20051226,,1
4002,영화상영관,03_13_02_P,3780000,CDFF4220002005000002,2005-12-26,,1,영업/정상,13,영업중,,,,,070-4288-1918,,,경기도 성남시 중원구 성남동 3499번지 9층,"경기도 성남시 중원구 성남대로 1136, 9층 (성남동)",13365,CGV 성남모란5관,2020/01/16 14:57,U,2020/01/18 2:40,,211415.2468,436591.6391,영화상영관,영화상영관,17,,,,10,7,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20051226,일반상업지역,1
4003,영화상영관,03_13_02_P,3780000,CDFF4220002005000003,2005-12-26,,1,영업/정상,13,영업중,,,,,070-4288-1918,,,경기도 성남시 중원구 성남동 3499번지 9층,"경기도 성남시 중원구 성남대로 1136, 9층 (성남동)",13365,CGV 성남모란4관,2020/01/16 14:59,U,2020/01/18 2:40,,211415.2468,436591.6391,영화상영관,영화상영관,17,,,,10,7,,,,,,,,,,,,,,,,,,,,영화관,,20051226,일반상업지역,1
4004,영화상영관,03_13_02_P,3780000,CDFF4220002005000004,2005-12-26,,1,영업/정상,13,영업중,,,,,070-4288-1918,,,경기도 성남시 중원구 성남동 3499번지 9층,"경기도 성남시 중원구 성남대로 1136, 9층 (성남동)",13365,CGV 성남모란3관,2020/01/16 15:00,U,2020/01/18 2:40,,211415.2468,436591.6391,영화상영관,영화상영관,17,,,,10,7,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20051226,일반상업지역,1
4005,영화상영관,03_13_02_P,3780000,CDFF4220002005000005,2005-12-26,,1,영업/정상,13,영업중,,,,,070-4288-1918,,,경기도 성남시 중원구 성남동 3499번지 9층,"경기도 성남시 중원구 성남대로 1136, 9층 (성남동)",13365,CGV 성남모란2관,2020/01/16 15:00,U,2020/01/18 2:40,,211415.2468,436591.6391,영화상영관,영화상영관,17,,,,10,7,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20051226,일반상업지역,1
4006,영화상영관,03_13_02_P,3780000,CDFF4220002005000006,2005-12-26,,1,영업/정상,13,영업중,,,,,070-4288-1918,,,경기도 성남시 중원구 성남동 3499번지 롯데시네마,"경기도 성남시 중원구 성남대로 1136, 9층 (성남동, 롯데시네마)",13365,CGV 성남모란6관,2020/01/16 14:46,U,2020/01/18 2:40,,211415.2468,436591.6391,영화상영관,영화상영관,17,,,,10,7,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20051226,일반상업지역,1
4007,영화상영관,03_13_02_P,3780000,CDFF4220002014000001,2014-07-18,,1,영업/정상,13,영업중,,,,,231473754,,,경기도 성남시 분당구 서현동 262-2,"경기도 성남시 분당구 황새울로 332 (서현동, 씨네프라자)",13591,메가박스중앙(주) 분당지점 (스위트룸),2023/01/10 19:52,U,2023/01/12 2:40,,210762.7525,431501.4476,영화상영관,,9,기타,,0,6,4,근린생활시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20140718,상업지역,1
4008,영화상영관,03_13_02_P,3780000,CDFF4220002014000002,2014-08-13,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 서현동 256,"경기도 성남시 분당구 서현로180번길 19, 1층 (서현동)",13590,CGV 서현점 1관,2021/04/20 20:52,U,2021/04/22 2:40,,210773.548,431704.1073,영화상영관,,,기타,,,1,,,1,,,,,,,,,,,,,,,,,,영화관,,20140813,상업지역,1
4009,영화상영관,03_13_02_P,3780000,CDFF4220002014000003,2014-08-13,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 서현동 256,"경기도 성남시 분당구 서현로180번길 19, 1층 (서현동)",13590,CGV 서현점 2관,2021/04/20 20:54,U,2021/04/22 2:40,,210773.548,431704.1073,영화상영관,,,기타,,,1,,,,,,,,,,,,,,,,,,,,,영화관,,20140813,상업지역,1
4010,영화상영관,03_13_02_P,3780000,CDFF4220002014000004,2014-08-13,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 서현동 256,"경기도 성남시 분당구 서현로180번길 19, 1층 (서현동)",13590,CGV 서현점 3관,2021/04/20 20:54,U,2021/04/22 2:40,,210773.548,431704.1073,영화상영관,,,기타,,,1,,,,,,,,,,,,,,,,,,,,,영화관,,20140813,상업지역,1
4011,영화상영관,03_13_02_P,3780000,CDFF4220002014000005,2014-08-13,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 서현동 256,"경기도 성남시 분당구 서현로180번길 19, 1층 (서현동)",13590,CGV 서현점 4관,2021/04/20 20:55,U,2021/04/22 2:40,,210773.548,431704.1073,영화상영관,,,기타,,,1,,,,,,,,,,,,,,,,,,,,,영화관,,20140813,일반상업지역,1
4012,영화상영관,03_13_02_P,3780000,CDFF4220002017000001,2017-08-29,,1,영업/정상,13,영업중,,,,,070-7439-2201,,,경기도 성남시 수정구 창곡동 23-4 위례한화오벨리스크센트럴스퀘어 지하1층,"경기도 성남시 수정구 위례광장로 104, 지하1층 (창곡동, 위례한화오벨리스크센트럴스퀘어)",13640,롯데컬처웍스(주) 롯데시네마위례 1관,2021/12/20 11:13,U,2021/12/22 2:40,,212425.5601,441216.3704,영화상영관,,,,,,,1,,,,,,,,,,,,,,,,,,,,영화관,,20170829,,1
4013,영화상영관,03_13_02_P,3780000,CDFF4220002017000002,2017-08-29,,1,영업/정상,13,영업중,,,,,070-7439-2201,,,경기도 성남시 수정구 창곡동 23-4 위례한화오벨리스크센트럴스퀘어 지하1층,"경기도 성남시 수정구 위례광장로 104, 지하1층 (창곡동, 위례한화오벨리스크센트럴스퀘어)",13640,롯데컬처웍스(주) 롯데시네마위례 2관,2021/12/20 11:17,U,2021/12/22 2:40,,212425.5601,441216.3704,영화상영관,,,,,,,1,,,,,,,,,,,,,,,,,,,,영화관,,20170829,,1
4014,영화상영관,03_13_02_P,5540000,CDFF4220002017000003,2017-09-18,,1,영업/정상,13,영업중,,,,,,,,경기도 광주시 역동 16-1번지,경기도 광주시 중앙로 89 (역동),12759,CGV 경기광주점 4관,2017/09/18 10:49,I,2018/08/31 23:59,,222812.8759,433972.2643,영화상영관,,10,,,,7,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20170918,,1
4015,영화상영관,03_13_02_P,5540000,CDFF4220002017000004,2017-09-18,,1,영업/정상,13,영업중,,,,,,,,경기도 광주시 역동 16-1번지,경기도 광주시 중앙로 89 (역동),12759,CGV 경기광주점 7관,2017/09/18 10:50,I,2018/08/31 23:59,,222812.8759,433972.2643,영화상영관,,10,,,,7,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20170918,,1
4016,영화상영관,03_13_02_P,3780000,CDFF4220002001000001,2014-07-18,,1,영업/정상,13,영업중,,,,,231473899,,,경기도 성남시 분당구 서현동 262-2,"경기도 성남시 분당구 황새울로 332 (서현동, 씨네프라자)",13591,메가박스중앙(주) 분당지점 1관,2023/01/10 20:47,U,2023/01/12 2:40,,210762.7525,431501.4476,영화상영관,영화상영관,10,기타,,0,6,4,문화시설,1.2,0,0,0,,,,,,,,,,,,0,,,영화관,,20140718,중심상업지역,1
4017,영화상영관,03_13_02_P,3780000,CDFF4220002015000001,2015-08-18,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 백현동 541,"경기도 성남시 분당구 판교역로146번길 20, 8층 (백현동, 현대백화점)",13529,CGV 판교 제1관,2021/04/27 11:10,U,2021/04/29 2:40,,209850.447,432304.1494,영화상영관,,20,,,,13,7,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20150818,중심상업지역,1
4018,영화상영관,03_13_02_P,3780000,CDFF4220002015000002,2015-08-18,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 백현동 541,"경기도 성남시 분당구 판교역로146번길 20, 8층 (백현동, 현대백화점)",13529,CGV 판교 제2관,2021/04/27 11:10,U,2021/04/29 2:40,,209850.447,432304.1494,영화상영관,,,,,,13,7,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20150818,중심상업지역,1
4019,영화상영관,03_13_02_P,3780000,CDFF4220002015000003,2015-08-18,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 백현동 541,"경기도 성남시 분당구 판교역로146번길 20, 8층 (백현동, 현대백화점)",13529,CGV판교 제3관,2021/04/27 11:10,U,2021/04/29 2:40,,209850.447,432304.1494,영화상영관,,,,,,13,7,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20150818,중심상업지역,1
4020,영화상영관,03_13_02_P,3780000,CDFF4220002015000004,2015-08-18,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 백현동 541,"경기도 성남시 분당구 판교역로146번길 20, 8층 (백현동, 현대백화점)",13529,CGV 판교 제4관,2021/04/27 11:10,U,2021/04/29 2:40,,209850.447,432304.1494,영화상영관,,,,,,13,7,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20150818,중심상업지역,1
4021,영화상영관,03_13_02_P,4010000,CDFF4220002002000003,2002-10-10,,1,영업/정상,13,영업중,,,,,031-319-0902,,,경기도 시흥시 정왕동 2327-2 외1필지 4층,"경기도 시흥시 마유로418번길 10 (정왕동,외1필지 4층)",,롯데시네마(시화관) 제3관,2022/07/26 17:36,U,2022/07/28 2:40,,177047.2889,427744.5565,영화상영관,,7,유흥업소밀집지역,,0,5,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20021010,일반주거지역,1
4022,영화상영관,03_13_02_P,4010000,CDFF4220002002000004,2002-10-10,,1,영업/정상,13,영업중,,,,,031-319-0902,,,경기도 시흥시 정왕동 2327-2 외1필지 4층,"경기도 시흥시 마유로418번길 10 (정왕동,외1필지 4층)",,롯데시네마(시화관) 제4관,2022/07/26 17:36,U,2022/07/28 2:40,,177047.2889,427744.5565,영화상영관,,7,유흥업소밀집지역,,0,5,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20021010,일반주거지역,1
4023,영화상영관,03_13_02_P,4010000,CDFF4220002002000005,2002-10-10,,1,영업/정상,13,영업중,,,,,031-319-0902,,,경기도 시흥시 정왕동 2327-2 외1필지 4층,"경기도 시흥시 마유로418번길 10 (정왕동,외1필지 4층)",,롯데시네마(시화관) 제5관,2022/07/26 17:36,U,2022/07/28 2:40,,177047.2889,427744.5565,영화상영관,,7,유흥업소밀집지역,,0,5,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20021010,일반주거지역,1
4024,영화상영관,03_13_02_P,4010000,CDFF4220002002000006,2002-10-10,,1,영업/정상,13,영업중,,,,,031-319-0902,,,경기도 시흥시 정왕동 2327-2 외1필지 4층,"경기도 시흥시 마유로418번길 10 (정왕동,외1필지 4층)",,롯데시네마(시화관) 제6관,2022/07/26 17:36,U,2022/07/28 2:40,,177047.2889,427744.5565,영화상영관,,7,유흥업소밀집지역,,0,5,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20021010,일반주거지역,1
4025,영화상영관,03_13_02_P,4010000,CDFF4220002002000007,2002-10-10,,1,영업/정상,13,영업중,,,,,031-319-0902,,,경기도 시흥시 정왕동 2327-2 외1필지 4층,"경기도 시흥시 마유로418번길 10 (정왕동,외1필지 4층)",,롯데시네마(시화관) 제7관,2022/07/26 17:36,U,2022/07/28 2:40,,177047.2889,427744.5565,영화상영관,,7,유흥업소밀집지역,,0,5,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20021010,일반주거지역,1
4026,영화상영관,03_13_02_P,4010000,CDFF4220002002000008,2002-10-10,,1,영업/정상,13,영업중,,,,,031-319-0902,,,경기도 시흥시 정왕동 2327-2 외1필지 4층,"경기도 시흥시 마유로418번길 10 (정왕동,외1필지 4층)",,롯데시네마(시화관) 제8관,2022/07/26 17:36,U,2022/07/28 2:40,,177047.2889,427744.5565,영화상영관,,7,유흥업소밀집지역,,0,5,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20021010,일반주거지역,1
4027,영화상영관,03_13_02_P,4080000,CDFF4220002013000001,2013-07-19,,1,영업/정상,13,영업중,,,,,,,,경기도 안성시 공도읍 양기리 306,경기도 안성시 공도읍 서동대로 4478,17558,롯데시네마 안성관,2021/12/27 15:18,U,2021/12/29 2:40,,217695.6371,389592.8954,영화상영관,,5,,,,4,1,기타,,,,,,,,,,,,,,,,,,,영화관,,20130719,자연녹지지역,1
4028,영화상영관,03_13_02_P,4080000,CDFF4220002018000001,2018-05-25,,1,영업/정상,13,영업중,,,,,,,,경기도 안성시 석정동 139-1번지,경기도 안성시 아양2로 109 (석정동),17578,CGV 안성 8관,2018/05/25 10:03,I,2018/08/31 23:59,,222819.6917,390088.2464,영화상영관,,7,유흥업소밀집지역,,,6,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20180525,일반상업지역,1
4029,영화상영관,03_13_02_P,4080000,CDFF4220002018000002,2018-05-25,,1,영업/정상,13,영업중,,,,,,,,경기도 안성시 석정동 139-1번지,경기도 안성시 아양2로 109 (석정동),17578,CGV 안성 7관,2018/05/25 10:03,I,2018/08/31 23:59,,222819.6917,390088.2464,영화상영관,,7,유흥업소밀집지역,,,6,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20180525,일반상업지역,1
4030,영화상영관,03_13_02_P,4080000,CDFF4220002018000003,2018-05-25,,1,영업/정상,13,영업중,,,,,,,,경기도 안성시 석정동 139-1번지,경기도 안성시 아양2로 109 (석정동),17578,CGV 안성 6관,2018/05/25 9:56,I,2018/08/31 23:59,,222819.6917,390088.2464,영화상영관,,7,유흥업소밀집지역,,,6,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20180525,일반상업지역,1
4031,영화상영관,03_13_02_P,4080000,CDFF4220002018000004,2018-05-25,,1,영업/정상,13,영업중,,,,,,,,경기도 안성시 석정동 139-1번지,경기도 안성시 아양2로 109 (석정동),17578,CGV 안성 5관,2018/05/25 10:00,I,2018/08/31 23:59,,222819.6917,390088.2464,영화상영관,,7,유흥업소밀집지역,,,6,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20180525,일반상업지역,1
4032,영화상영관,03_13_02_P,4080000,CDFF4220002018000005,2018-05-25,,1,영업/정상,13,영업중,,,,,031-677-3790,,,경기도 안성시 석정동 139-1번지,경기도 안성시 아양2로 109 (석정동),17578,CGV 안성 4관,2018/05/25 9:46,I,2018/08/31 23:59,,222819.6917,390088.2464,영화상영관,,7,유흥업소밀집지역,,,6,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20180525,일반상업지역,1
4033,영화상영관,03_13_02_P,4080000,CDFF4220002018000006,2018-05-25,,1,영업/정상,13,영업중,,,,,,,,경기도 안성시 석정동 139-1번지,경기도 안성시 아양2로 109 (석정동),17578,CGV 안성 3관,2018/05/25 9:42,I,2018/08/31 23:59,,222819.6917,390088.2464,영화상영관,,7,유흥업소밀집지역,,,6,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20180525,일반상업지역,1
4034,영화상영관,03_13_02_P,4080000,CDFF4220002018000007,2018-05-25,,1,영업/정상,13,영업중,,,,,,,,경기도 안성시 석정동 139-1번지,경기도 안성시 아양2로 109 (석정동),17578,CGV 안성 2관,2018/05/25 9:39,I,2018/08/31 23:59,,222819.6917,390088.2464,영화상영관,,7,유흥업소밀집지역,,,6,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20180525,일반상업지역,1
